%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Signal Stage = raw
%Timestamp Source = host logger reception time.time Unix seconds; not device acquisition time
%Montage = unknown; runtime electrode positions not verified
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
0,3.7948296948888034,6.685281431152598,2.5838434004631505,4.646972611946525,3.2171102196434607,8.2623909285766,5.389257768098646,10.227871719771755,10.105326741906982,9.293753997075967,2.5221849002536763,8.672711988090219,10.357989763022696,11.056462857589855,6.337479638169202,9.704252501661967,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.4940531,0,2026-09-15T23:06:43.494,
1,11.470623263588221,12.32375062888668,18.267723484880314,12.987660829520095,15.628203527895817,18.68450929956705,14.575983716113772,16.27681213516377,17.217950939788743,17.34187844663823,13.728507614137435,17.87424521983009,21.953298748249885,13.455107014934946,20.882971516483146,18.859606213778907,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5022604,0,2026-09-15T23:06:43.502,
2,16.762167666810576,24.943215738922156,21.457214916601654,15.773796516256951,19.76891115767826,21.421355441594663,19.242882137880777,21.94775114121162,19.760982608117185,21.995426468168983,24.313988659044774,17.947752379103388,20.53208801403228,18.452371296674308,20.115524117834855,16.035517464134518,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5104706,0,2026-09-15T23:06:43.510,
3,18.247884663303765,19.33408426444996,22.50552013023425,23.081411036936167,15.462051280840715,16.78650868238637,20.800520985577556,12.52428478416568,16.70703145446329,17.353963751688802,20.9215780557335,18.680129685628522,15.049699436750943,14.304537173215907,13.999676145609703,18.623587597345463,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5186656,0,2026-09-15T23:06:43.518,
4,16.812466221601788,16.615092435783083,17.944325711896095,15.818028552239584,14.818412171618617,11.23717111897506,13.656377714458133,11.417736126050539,15.254088374420133,12.675801407683432,9.562642643004507,10.520728901103489,6.3428823985541145,9.336718962779791,4.957599061282217,5.497773354255733,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5268495,0,2026-09-15T23:06:43.526,
5,9.447557612714572,13.198646100527395,5.863274582585751,3.5290866472145073,7.374080986731375,4.1930756406945555,5.951197097483176,10.728469489746288,0.011495127049836462,-0.8669443957363243,0.11360992932734526,-0.5281944227872255,-4.029679377222788,-5.59158873405675,-4.311483330782556,-6.267750425642356,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5350337,0,2026-09-15T23:06:43.535,
6,3.3178446999231284,4.492435984626967,3.110372328399565,-1.9076434755610596,0.2769153931563386,-4.830997128999265,-1.0779994865370082,-5.122147511584298,-7.094571596386407,-10.740749380369461,-10.859322070859,-17.951338539871543,-16.714459760254197,-13.49085315086197,-22.11146976819881,-14.210735236399348,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5432417,0,2026-09-15T23:06:43.543,
7,-6.744825536680382,-1.2302456715127192,-7.995529808984477,-5.025517800666175,-8.798743589675356,-15.538391755559847,-8.806380977138643,-9.727877929409148,-15.607679573516409,-17.433666800433205,-18.125425426610974,-21.4270011050254,-15.874675501076759,-21.274420809764333,-20.076243420938482,-22.378310093685453,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5514746,0,2026-09-15T23:06:43.551,
8,-11.06981651159034,-14.970687784717263,-9.169911290245702,-15.041635268046258,-13.133574841231102,-17.238494553116922,-20.388034035527028,-20.077346674939612,-21.32643816608247,-19.919300707657534,-21.11158997184265,-20.672800042583678,-23.443356829073227,-21.016067500628395,-12.683651882297779,-18.484351601323702,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.559682,0,2026-09-15T23:06:43.559,
9,-18.572546218386265,-15.874579512315213,-13.8747244506508,-23.38320323334669,-20.271310559327585,-21.856692230370154,-25.24359299154764,-17.440964886798596,-19.091462081567606,-17.88221551644258,-19.143492927377068,-14.045912366525041,-15.308834167035743,-12.184414671339749,-12.959855858578845,-11.010799334318143,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5678992,0,2026-09-15T23:06:43.567,
10,-15.163840214447443,-21.294349008373704,-19.123379815008914,-19.943665330591674,-20.63106838495203,-19.928519858329068,-15.260285349536295,-16.47484884494221,-14.145273063087656,-11.48478939686193,-5.662072251673749,-4.614857966560327,-2.8463988071041824,-2.946524570646008,-2.6393700494607515,7.088731993646995,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5761318,0,2026-09-15T23:06:43.576,
11,-16.97288480773754,-19.729757974035497,-16.679171927607793,-14.542229348384083,-12.591474256727135,-10.176968811649475,-11.870345551209322,-3.2825543887498974,-8.713576918154214,0.5779349339566453,2.4866826006876703,6.615056950861641,12.529883384780536,14.088409902170259,8.723075232324133,9.340165756954573,0,0,0,0,0,0,0,0,0,0,0,0,0,1789524403.5843556,0,2026-09-15T23:06:43.584,
